region,infusion2,animal,area,nfos,ntrap,ncoloc,density_fos,density_trap,density_coloc,pc_fos_coloc,pc_trap_coloc
caudateput,water,FT103,1173705.1666666667,168.91666666666666,6.0,0.4166666666666667,14.157018739974523,0.5024557879052036,0.05023719106808377,0.3537083449364151,7.7134986225895315
caudateput,water,FT104,,,,,,,,,
caudateput,water,FT105,1219176.8333333333,192.66666666666666,38.833333333333336,5.5,16.04332693009241,3.182068341267202,0.44694492828630733,2.8286129741312074,14.14818429054906
caudateput,water,FT106,,,,,,,,,
caudateput,water,FT108,,,,,,,,,
caudateput,water,FT109,,,,,,,,,
caudateput,water,FT110,,,,,,,,,
caudateput,water,FT111,,,,,,,,,
caudateput,water,FT112,1402162.3333333333,35.888888888888886,22.88888888888889,1.1111111111111112,2.63253995666375,1.69967790960309,0.07413177284859616,3.234795438456514,4.9485329909306515
caudateput,water,FT114,,,,,,,,,
caudateput,water,FT116,,,,,,,,,
caudateput,water,FT118,,,,,,,,,
caudateput,water,FT119,,,,,,,,,
caudateput,water,FT120,,,,,,,,,
caudateput,water,FT126,,,,,,,,,
caudateput,water,FT127,1261601.6666666667,66.66666666666667,35.22222222222222,2.6666666666666665,5.345840485130329,2.8225299625058393,0.18731190843677295,3.3677925369798727,6.908609533291755
caudateput,water,FT128,,,,,,,,,
caudateput,water,FT131,1181702.6,60.5,38.4,2.9,5.549658131081107,3.281286429097021,0.26986678882523985,4.6572436324708395,7.7999472612721945
caudateput,water,FT133,1288794.6666666667,60.958333333333336,34.875,3.5833333333333335,5.115818577077042,2.8409314662588407,0.32538059382284884,5.277343381457541,9.17902475777923
caudateput,water,FT134,,,,,,,,,
caudateput,water,FT136,1372973.3333333333,85.75,20.583333333333332,1.9166666666666667,6.865896224922991,1.547202340680738,0.15598782386136947,2.303609633364694,9.342479944770517
caudateput,water,FT137,,,,,,,,,
caudateput,water,FT138,1303467.3636363635,109.0,42.27272727272727,5.818181818181818,8.790172789391105,3.264039575440074,0.4611970163029693,5.631539850545192,13.95158775583095
caudateput,water,FT139,,,,,,,,,
caudateput,water,FT140,,,,,,,,,
caudateput,water,FT141,977548.5,65.0,9.0,1.75,6.353653580305124,0.8677041448454672,0.16280845702282137,1.7276523814258726,16.46825396825397
caudateput,water,FT144,,,,,,,,,
caudateput,water,FT145,,,,,,,,,
caudateput,water,FT147,,,,,,,,,
caudateput,water,FT148,1193113.1666666667,18.666666666666668,32.666666666666664,2.0,1.6782294826743762,2.782080432471528,0.16494836351249229,12.143962208191455,6.217512854945871
caudateput,water,FT149,,,,,,,,,
caudateput,water,FT150,1132467.0,31.333333333333332,43.5,5.833333333333333,2.749888165528205,3.8676496964325744,0.5345068745035463,21.66417515943024,13.890439551759647
caudateput,water,FT151,,,,,,,,,
caudateput,water,FT153,1170507.3333333333,23.416666666666668,7.583333333333333,0.25,2.1232667874264393,0.6048268088709571,0.02351769504696497,0.9104199893673578,4.109274563820018
caudateput,water,FT154,,,,,,,,,
caudateput,water,FT155,,,,,,,,,
caudateput,water,FT157,1101780.75,28.875,14.125,1.125,2.4870423375989192,1.294851593493447,0.1131331569378935,5.319697061044722,8.890056022408963
caudateput,water,FT161,,,,,,,,,
caudateput,water,FT162,,,,,,,,,
caudateput,water,FT163,,,,,,,,,
caudateput,water,FT164,,,,,,,,,
caudateput,water,FT166,,,,,,,,,
caudateput,water,FT167,1205272.6666666667,9.416666666666666,13.833333333333334,3.5,0.7979000611761128,1.1362605742401855,0.2780197912433304,43.9432448642975,24.228664853664853
caudateput,water,FT168,,,,,,,,,
lathypo,casein,FT102,0.0,0.0,0.0,0.0,,,,,
lathypo,casein,FT103,,,,,,,,,
lathypo,casein,FT104,185283.2,63.0,23.5,9.2,34.60358092835232,12.121475557342762,4.820652450785436,13.615508260568863,39.73468562900847
lathypo,casein,FT105,,,,,,,,,
lathypo,casein,FT106,256028.0,43.0,32.0,6.0,16.95634313580708,12.452228308056021,2.4485189163317598,13.658536585365853,20.23809523809524
lathypo,casein,FT108,,,,,,,,,
lathypo,casein,FT109,,,,,,,,,
lathypo,casein,FT110,,,,,,,,,
lathypo,casein,FT111,,,,,,,,,
lathypo,casein,FT112,,,,,,,,,
lathypo,casein,FT114,,,,,,,,,
lathypo,casein,FT116,190236.33333333334,89.0,13.666666666666666,5.0,47.36575156799358,7.610118407771289,2.784131347473405,4.9937544208165905,33.65384615384615
lathypo,casein,FT118,212726.5,45.75,56.75,14.0,21.28526366204252,27.88317654563713,6.607125566545494,32.19223742551317,25.977645122381965
lathypo,casein,FT119,,,,,,,,,
lathypo,casein,FT120,226078.66666666666,44.666666666666664,41.833333333333336,9.5,20.883983272040528,18.41253639974056,4.330083424050437,24.8887577465476,23.384640051306718
lathypo,casein,FT126,184893.375,52.125,38.0,9.75,28.74274145160465,21.538892790628648,5.254147998896389,18.32076928397719,25.132921188673766
lathypo,casein,FT127,,,,,,,,,
lathypo,casein,FT128,226759.66666666666,84.0,58.666666666666664,20.5,37.77510884440343,25.941016528668538,9.145837350187765,24.066101852473125,36.20158275457815
lathypo,casein,FT131,,,,,,,,,
lathypo,casein,FT133,,,,,,,,,
lathypo,casein,FT134,186665.75,49.5,43.375,12.625,26.78671778226898,22.150467002109874,6.362024055629702,23.76613920224468,28.22546337953568
lathypo,casein,FT136,,,,,,,,,
lathypo,casein,FT137,211642.33333333334,54.666666666666664,29.166666666666668,8.166666666666666,26.840430957742104,13.22084969670984,3.760446032895286,16.452565570936265,29.578134284016638
lathypo,casein,FT138,,,,,,,,,
lathypo,casein,FT139,186835.4,54.1,15.7,5.4,29.69732936584141,7.97624765750931,2.7251370074921617,10.15312721269812,34.62102465817636
lathypo,casein,FT140,,,,,,,,,
lathypo,casein,FT141,,,,,,,,,
lathypo,casein,FT144,,,,,,,,,
lathypo,casein,FT145,180817.16666666666,25.166666666666668,38.166666666666664,7.166666666666667,14.93016660649843,21.643550714727454,4.202770826819276,30.737534789376856,20.79007401757211
lathypo,casein,FT147,,,,,,,,,
lathypo,casein,FT148,,,,,,,,,
lathypo,casein,FT149,,,,,,,,,
lathypo,casein,FT150,,,,,,,,,
lathypo,casein,FT151,206845.2857142857,40.285714285714285,41.0,9.714285714285714,19.33038875517958,19.986423170515472,4.677852563899873,25.23494175682958,26.439372922010957
lathypo,casein,FT153,,,,,,,,,
lathypo,casein,FT154,225918.0,54.833333333333336,55.333333333333336,14.333333333333334,24.35140448397745,24.43345598913812,6.319525370403774,26.8102851168474,29.18130626580837
lathypo,casein,FT155,,,,,,,,,
lathypo,casein,FT157,,,,,,,,,
lathypo,casein,FT161,,,,,,,,,
lathypo,casein,FT162,,,,,,,,,
lathypo,casein,FT163,,,,,,,,,
lathypo,casein,FT164,,,,,,,,,
lathypo,casein,FT166,,,,,,,,,
lathypo,casein,FT167,,,,,,,,,
lathypo,casein,FT168,,,,,,,,,
lathypo,malt,FT102,,,,,,,,,
lathypo,malt,FT103,,,,,,,,,
lathypo,malt,FT104,,,,,,,,,
lathypo,malt,FT105,,,,,,,,,
lathypo,malt,FT106,,,,,,,,,
lathypo,malt,FT108,229012.14285714287,66.28571428571429,34.142857142857146,9.428571428571429,28.786175150787525,15.004665249754805,4.1256930399913525,15.467027696918048,26.244606437206055
lathypo,malt,FT109,193514.6,52.2,32.8,9.8,27.701747893190895,16.409493931979654,5.109537011752103,18.727871148459386,34.56765456765457
lathypo,malt,FT110,226163.16666666666,48.916666666666664,59.916666666666664,13.916666666666666,21.79621044988815,25.95181801603753,6.093518126051079,27.638561726628875,24.7452481970239
lathypo,malt,FT111,219709.33333333334,69.83333333333333,45.0,15.333333333333334,31.79227351155187,19.768415796870915,6.892858865656142,21.086303617263372,36.17598369506615
lathypo,malt,FT112,,,,,,,,,
lathypo,malt,FT114,189062.0,78.75,28.125,10.875,40.29289634229549,14.862297250785456,5.477201000699962,14.367426667958583,38.64713762445111
lathypo,malt,FT116,,,,,,,,,
lathypo,malt,FT118,,,,,,,,,
lathypo,malt,FT119,244547.66666666666,73.66666666666667,27.666666666666668,10.333333333333334,30.283921498691484,11.30589566801247,4.23779816781729,14.498079100593463,39.65325224292615
lathypo,malt,FT120,,,,,,,,,
lathypo,malt,FT126,,,,,,,,,
lathypo,malt,FT127,,,,,,,,,
lathypo,malt,FT128,,,,,,,,,
lathypo,malt,FT131,,,,,,,,,
lathypo,malt,FT133,,,,,,,,,
lathypo,malt,FT134,,,,,,,,,
lathypo,malt,FT136,,,,,,,,,
lathypo,malt,FT137,,,,,,,,,
lathypo,malt,FT138,,,,,,,,,
lathypo,malt,FT139,,,,,,,,,
lathypo,malt,FT140,187225.57142857142,65.42857142857143,30.857142857142858,9.0,43.91792593811397,21.63248524484784,6.420095350773967,14.180995205698922,28.377590036360555
lathypo,malt,FT141,,,,,,,,,
lathypo,malt,FT144,,,,,,,,,
lathypo,malt,FT145,,,,,,,,,
lathypo,malt,FT147,216273.25,43.625,37.5,8.375,22.046376072156793,17.0051017825302,3.8725732653016713,20.192010371276783,24.13384906719903
lathypo,malt,FT148,,,,,,,,,
lathypo,malt,FT149,195712.0,48.666666666666664,36.5,10.333333333333334,25.74086417517817,18.01713318541253,5.294912621581081,21.850529772393312,34.15089812148636
lathypo,malt,FT150,,,,,,,,,
lathypo,malt,FT151,,,,,,,,,
lathypo,malt,FT153,,,,,,,,,
lathypo,malt,FT154,,,,,,,,,
lathypo,malt,FT155,,,,,,,,,
lathypo,malt,FT157,,,,,,,,,
lathypo,malt,FT161,238383.14285714287,46.357142857142854,33.57142857142857,8.214285714285714,19.550164189136296,13.97684112874769,3.410230333439695,18.21722187872926,23.451759994812345
lathypo,malt,FT162,211901.66666666666,43.833333333333336,30.0,9.666666666666666,20.620888355297453,13.910454424885442,4.414901796185678,20.67254539059755,26.470271924652966
lathypo,malt,FT163,203888.0,3.8333333333333335,5.0,0.16666666666666666,1.8054404152228976,2.3661205248375623,0.08044573372140355,2.272727272727273,2.0833333333333335
lathypo,malt,FT164,214134.33333333334,4.166666666666667,4.833333333333333,0.0,1.8398482368279454,2.173350526312691,0.0,0.0,0.0
lathypo,malt,FT166,197201.57142857142,5.285714285714286,5.0,0.14285714285714285,2.33485523722621,3.9725079130194234,0.05948043837083079,1.5151515151515154,1.6666666666666667
lathypo,malt,FT167,,,,,,,,,
lathypo,malt,FT168,204191.25,12.125,3.375,0.125,6.165727598623526,1.6823957773227987,0.06973306183927923,0.6944444444444444,3.3333333333333335
lathypo,water,FT102,,,,,,,,,
lathypo,water,FT103,189169.25,82.125,8.625,3.75,43.90779907899975,4.475216189332047,1.9814792239013839,4.191796836278488,46.97115384615385
