region,infusion2,animal,area,nfos,ntrap,ncoloc,density_fos,density_trap,density_coloc,pc_fos_coloc,pc_trap_coloc
lathypo,water,FT104,,,,,,,,,
lathypo,water,FT105,206374.0,104.25,55.0,22.25,50.57309211358281,25.721401393957606,10.57344615822561,20.866578954814248,42.44460453100159
lathypo,water,FT106,,,,,,,,,
lathypo,water,FT108,,,,,,,,,
lathypo,water,FT109,,,,,,,,,
lathypo,water,FT110,,,,,,,,,
lathypo,water,FT111,,,,,,,,,
lathypo,water,FT112,196658.5,53.875,26.75,9.875,27.846083586994244,13.978842969938158,5.017132410742897,17.60013193879473,36.45934271948471
lathypo,water,FT114,,,,,,,,,
lathypo,water,FT116,,,,,,,,,
lathypo,water,FT118,,,,,,,,,
lathypo,water,FT119,,,,,,,,,
lathypo,water,FT120,,,,,,,,,
lathypo,water,FT126,,,,,,,,,
lathypo,water,FT127,216084.42857142858,71.71428571428571,60.285714285714285,23.428571428571427,33.82408445353098,27.86898927885435,11.049855152720921,32.66201990527695,40.88422226208375
lathypo,water,FT128,,,,,,,,,
lathypo,water,FT131,185684.42857142858,48.714285714285715,34.714285714285715,12.142857142857142,26.799446747958,18.78595882135065,6.755511343553082,24.317147971722477,34.47546242577299
lathypo,water,FT133,180544.8,35.6,28.7,8.5,16.812545728884437,13.179636452842729,3.965720168937769,21.78850315495002,28.373989485438287
lathypo,water,FT134,,,,,,,,,
lathypo,water,FT136,214496.33333333334,36.166666666666664,34.166666666666664,5.5,16.390100890158152,14.943717757192616,2.392848225059194,13.727888304782622,16.853326530436505
lathypo,water,FT137,,,,,,,,,
lathypo,water,FT138,204630.5,63.5,45.625,13.5,32.08230447717318,22.35008854140598,6.644810074188782,22.05073595640648,31.210470762662467
lathypo,water,FT139,,,,,,,,,
lathypo,water,FT140,,,,,,,,,
lathypo,water,FT141,,,,,,,,,
lathypo,water,FT144,,,,,,,,,
lathypo,water,FT145,,,,,,,,,
lathypo,water,FT147,,,,,,,,,
lathypo,water,FT148,193452.66666666666,38.333333333333336,50.666666666666664,11.5,19.71222734694746,26.16897383015876,5.99766298573014,32.56941435010764,26.563503556487678
lathypo,water,FT149,,,,,,,,,
lathypo,water,FT150,199877.57142857142,41.714285714285715,74.57142857142857,12.714285714285714,22.301495589844755,36.314362258533606,6.4752714306622305,32.74059628937227,19.698709434507236
lathypo,water,FT151,,,,,,,,,
lathypo,water,FT153,181785.33333333334,32.166666666666664,5.166666666666667,1.0,18.498655699819007,2.7300843685075784,0.5682429527847309,3.079395841023748,18.65079365079365
lathypo,water,FT154,,,,,,,,,
lathypo,water,FT155,183775.0,59.75,29.875,8.75,32.11258438804191,15.827950316699827,4.444193012318331,13.813067306965863,28.992771268586484
lathypo,water,FT157,211888.33333333334,58.0,31.833333333333332,10.666666666666666,28.488044434793864,15.29357105740029,5.237918825960558,18.68402671478358,33.95291830709715
lathypo,water,FT161,,,,,,,,,
lathypo,water,FT162,,,,,,,,,
lathypo,water,FT163,,,,,,,,,
lathypo,water,FT164,,,,,,,,,
lathypo,water,FT166,,,,,,,,,
lathypo,water,FT167,225817.0,7.166666666666667,3.1666666666666665,0.5,3.1352018966630486,1.498272186105577,0.2415754287462409,8.518518518518519,16.22222222222222
lathypo,water,FT168,,,,,,,,,
naccore,casein,FT102,0.0,0.0,0.0,0.0,,,,,
naccore,casein,FT103,,,,,,,,,
naccore,casein,FT104,239825.0,24.166666666666668,2.0,0.3333333333333333,10.100863956573752,0.8547569286440702,0.16357821599232678,1.4814814814814816,13.888888888888888
naccore,casein,FT105,,,,,,,,,
naccore,casein,FT106,281901.0,27.6,13.0,1.6,9.674535653839818,4.6188278433422925,0.5462675691449254,4.911877394636015,12.11111111111111
naccore,casein,FT108,,,,,,,,,
naccore,casein,FT109,,,,,,,,,
naccore,casein,FT110,,,,,,,,,
naccore,casein,FT111,,,,,,,,,
naccore,casein,FT112,,,,,,,,,
naccore,casein,FT114,,,,,,,,,
naccore,casein,FT116,255171.5,40.5,3.5,0.75,16.25857037507962,1.3677014859802683,0.3025326028029531,2.0698924731182795,20.833333333333332
naccore,casein,FT118,270871.6666666667,8.833333333333334,10.333333333333334,0.6666666666666666,3.1589152760784374,3.7648905309280707,0.2375069879998826,7.5,4.305555555555556
naccore,casein,FT119,,,,,,,,,
naccore,casein,FT120,241901.0,7.166666666666667,7.166666666666667,0.5,2.9573756233106394,2.959223148749649,0.18808882189906254,19.047619047619047,7.407407407407407
naccore,casein,FT126,299712.6666666667,20.5,22.666666666666668,1.1666666666666667,6.9686316240373865,7.656772997486872,0.3949056376174738,5.866935483870968,5.795685795685795
naccore,casein,FT127,,,,,,,,,
naccore,casein,FT128,254126.0,39.0,17.166666666666668,2.8333333333333335,15.255139185632048,6.613923222826529,1.1038004444070924,7.392932944515415,17.699333712264746
naccore,casein,FT131,,,,,,,,,
naccore,casein,FT133,,,,,,,,,
naccore,casein,FT134,240003.85714285713,21.428571428571427,11.857142857142858,0.7142857142857143,9.408731432293925,5.0908875635585344,0.3559085476061567,2.3522297808012094,6.483516483516484
naccore,casein,FT136,,,,,,,,,
naccore,casein,FT137,257710.33333333334,10.333333333333334,6.0,0.8333333333333334,4.064855704094776,2.320486314809536,0.3102965643490812,7.638888888888888,10.096153846153847
naccore,casein,FT138,,,,,,,,,
naccore,casein,FT139,240221.0,28.5,27.666666666666668,3.1666666666666665,11.801170043136443,11.345461900084935,1.265453375162504,9.407099675392358,11.708176691729323
naccore,casein,FT140,,,,,,,,,
naccore,casein,FT141,,,,,,,,,
naccore,casein,FT144,,,,,,,,,
naccore,casein,FT145,241119.0,15.0,8.25,1.0,5.732090780685634,3.393099656243428,0.3658777372169042,8.333333333333332,9.595959595959595
naccore,casein,FT147,,,,,,,,,
naccore,casein,FT148,,,,,,,,,
naccore,casein,FT149,,,,,,,,,
naccore,casein,FT150,,,,,,,,,
naccore,casein,FT151,185531.25,11.375,6.25,0.375,6.186160796200669,3.2895667531831596,0.17436343874699842,3.6904761904761907,4.3560606060606055
naccore,casein,FT153,,,,,,,,,
naccore,casein,FT154,210618.6,5.2,13.2,0.4,2.5781478910988977,6.89400512415015,0.20872486325006837,5.0,3.5023041474654377
naccore,casein,FT155,,,,,,,,,
naccore,casein,FT157,,,,,,,,,
naccore,casein,FT161,,,,,,,,,
naccore,casein,FT162,,,,,,,,,
naccore,casein,FT163,,,,,,,,,
naccore,casein,FT164,,,,,,,,,
naccore,casein,FT166,,,,,,,,,
naccore,casein,FT167,,,,,,,,,
naccore,casein,FT168,,,,,,,,,
naccore,malt,FT102,,,,,,,,,
naccore,malt,FT103,,,,,,,,,
naccore,malt,FT104,,,,,,,,,
naccore,malt,FT105,,,,,,,,,
naccore,malt,FT106,,,,,,,,,
naccore,malt,FT108,290239.0,38.0,6.2,0.2,12.776211587014982,2.0896435223891014,0.06905385855698151,0.4651162790697675,1.5384615384615385
naccore,malt,FT109,227602.66666666666,16.333333333333332,5.666666666666667,0.16666666666666666,7.028372246781863,2.3676018872704714,0.09295045183214636,3.3333333333333335,8.333333333333334
naccore,malt,FT110,280376.0,31.5,5.5,1.5,11.185185596956513,1.957590255841398,0.5441812407870736,5.092592592592592,28.333333333333332
naccore,malt,FT111,223162.33333333334,43.166666666666664,7.333333333333333,0.3333333333333333,19.19042811196611,3.293785231694132,0.13817029859643123,1.0400616332819723,6.597222222222221
naccore,malt,FT112,,,,,,,,,
naccore,malt,FT114,261224.2,29.6,2.8,0.6,11.410724508863698,1.072829003405429,0.22224484779733253,2.0199975463133355,25.0
naccore,malt,FT116,,,,,,,,,
naccore,malt,FT118,,,,,,,,,
naccore,malt,FT119,254684.66666666666,13.166666666666666,4.166666666666667,0.5,5.12013940996622,1.6537367247364436,0.18716481108441121,3.8375350140056024,11.111111111111109
naccore,malt,FT120,,,,,,,,,
naccore,malt,FT126,,,,,,,,,
naccore,malt,FT127,,,,,,,,,
naccore,malt,FT128,,,,,,,,,
naccore,malt,FT131,,,,,,,,,
naccore,malt,FT133,,,,,,,,,
naccore,malt,FT134,,,,,,,,,
naccore,malt,FT136,,,,,,,,,
naccore,malt,FT137,,,,,,,,,
naccore,malt,FT138,,,,,,,,,
naccore,malt,FT139,,,,,,,,,
naccore,malt,FT140,255308.33333333334,30.0,5.833333333333333,0.8333333333333334,11.788874452359982,2.3324452845235366,0.3339253998121469,2.6175213675213675,9.788359788359788
naccore,malt,FT141,,,,,,,,,
naccore,malt,FT144,277241.6666666667,13.833333333333334,8.166666666666666,1.0,5.014950300021096,3.028494472840347,0.38274974293376746,7.0436507936507935,11.078042328042327
naccore,malt,FT145,,,,,,,,,
naccore,malt,FT147,246192.33333333334,8.0,6.5,0.5,3.2951985676917412,2.5723678913810626,0.20687673235205528,4.57070707070707,7.5
naccore,malt,FT148,,,,,,,,,
naccore,malt,FT149,225480.0,2.3333333333333335,10.166666666666666,0.3333333333333333,1.0472308669259953,4.506393876923107,0.13787949607801772,6.666666666666667,1.8518518518518519
naccore,malt,FT150,,,,,,,,,
naccore,malt,FT151,,,,,,,,,
naccore,malt,FT153,,,,,,,,,
naccore,malt,FT154,,,,,,,,,
naccore,malt,FT155,,,,,,,,,
naccore,malt,FT157,,,,,,,,,
naccore,malt,FT161,244523.33333333334,11.166666666666666,6.916666666666667,1.1666666666666667,4.230855448715131,2.68591823539648,0.43331097228580817,7.634897828863346,14.125550375550375
naccore,malt,FT162,255492.0,20.7,15.0,1.1,7.863433445494961,6.11929498181117,0.4450143578928677,8.1125,7.424603174603175
naccore,malt,FT163,233059.0,9.75,6.5,1.0,4.082942652494698,2.758673952663611,0.43442065509139405,20.92391304347826,16.666666666666664
naccore,malt,FT164,205426.0,9.25,9.25,1.25,4.417227180001104,4.487065395723629,0.5984656466593299,11.363636363636365,11.363636363636363
naccore,malt,FT166,267480.3333333333,26.666666666666668,5.166666666666667,1.0,9.14361273725418,1.8402348947284421,0.35330170760743623,5.7936507936507935,15.555555555555555
naccore,malt,FT167,,,,,,,,,
naccore,malt,FT168,238514.66666666666,11.5,3.5,0.16666666666666666,4.904688481170482,1.4137006359101243,0.05848219977285513,1.1111111111111112,4.166666666666667
naccore,water,FT102,,,,,,,,,
naccore,water,FT103,235570.33333333334,40.166666666666664,1.6666666666666667,0.3333333333333333,17.15736181094942,0.7025919150980346,0.12286050275388612,0.770963270963271,25.0
naccore,water,FT104,,,,,,,,,
naccore,water,FT105,245007.0,108.83333333333333,10.333333333333334,1.1666666666666667,44.222381204187364,4.160278071304378,0.49085385181098856,1.0988440352217441,12.163775766716943
naccore,water,FT106,,,,,,,,,
naccore,water,FT108,,,,,,,,,
naccore,water,FT109,,,,,,,,,
naccore,water,FT110,,,,,,,,,
naccore,water,FT111,,,,,,,,,
naccore,water,FT112,270015.0,18.0,9.666666666666666,1.0,6.795361380751206,3.6154680664484133,0.39927939485074376,5.120772946859904,10.437710437710438
naccore,water,FT114,,,,,,,,,
naccore,water,FT116,,,,,,,,,
naccore,water,FT118,,,,,,,,,
naccore,water,FT119,,,,,,,,,
naccore,water,FT120,,,,,,,,,
naccore,water,FT126,,,,,,,,,
naccore,water,FT127,268180.3333333333,23.333333333333332,21.0,1.6666666666666667,8.300807215503427,8.074082700824459,0.6414136674398118,8.937728937728938,7.759661835748791
naccore,water,FT128,,,,,,,,,
naccore,water,FT131,226742.33333333334,12.166666666666666,11.333333333333334,1.0,5.362894655893753,4.9006682107920465,0.4099685831742743,6.143162393162393,7.430555555555556
naccore,water,FT133,263723.0,25.0,22.083333333333332,3.25,10.446943605457596,9.160377265304376,1.4376870202010605,10.07088975838976,12.45439104580791
naccore,water,FT134,,,,,,,,,
naccore,water,FT136,238814.25,19.75,6.125,1.0,8.196523088497965,2.590708702646859,0.4500172176125119,5.693681318681318,14.702380952380953
naccore,water,FT137,,,,,,,,,
naccore,water,FT138,222419.0,28.166666666666668,9.666666666666666,2.1666666666666665,12.153878463470157,4.247157908208002,0.9027794481548533,6.1805555555555545,18.21428571428571
naccore,water,FT139,,,,,,,,,
naccore,water,FT140,,,,,,,,,
naccore,water,FT141,233792.5,8.0,2.5,0.25,3.5767775242453146,1.0484156234364503,0.09632315261825593,3.125,8.333333333333332
naccore,water,FT144,,,,,,,,,
naccore,water,FT145,,,,,,,,,
naccore,water,FT147,,,,,,,,,
naccore,water,FT148,273939.0,5.666666666666667,12.833333333333334,0.5,2.101486370659338,4.642660143487354,0.18592399984672747,13.194444444444443,4.444444444444445
naccore,water,FT149,,,,,,,,,
naccore,water,FT150,225189.66666666666,4.333333333333333,18.5,1.1666666666666667,1.8913659508653948,8.03113098576634,0.5130767145434175,16.30952380952381,5.639097744360902
naccore,water,FT151,,,,,,,,,
naccore,water,FT153,272822.3333333333,9.166666666666666,1.1666666666666667,0.0,3.281008844334489,0.39730677675216186,0.0,0.0,0.0
naccore,water,FT154,,,,,,,,,
naccore,water,FT155,,,,,,,,,
naccore,water,FT157,261714.5,5.25,6.25,0.5,2.0657784174710407,2.4567074188500273,0.20953729973472576,8.333333333333332,6.25
naccore,water,FT161,,,,,,,,,
naccore,water,FT162,,,,,,,,,
naccore,water,FT163,,,,,,,,,
naccore,water,FT164,,,,,,,,,
naccore,water,FT166,,,,,,,,,
naccore,water,FT167,264056.0,19.25,4.0,0.25,6.51953871765723,1.467433099711684,0.08115433932252357,0.7092198581560284,3.571428571428571
naccore,water,FT168,,,,,,,,,
nacshell,casein,FT102,0.0,0.0,0.0,0.0,,,,,
nacshell,casein,FT103,,,,,,,,,
nacshell,casein,FT104,179774.0,37.833333333333336,5.0,1.3333333333333333,20.60667338060161,2.583912445187813,0.6540719869397867,2.185790601025746,14.771241830065359
nacshell,casein,FT105,,,,,,,,,
nacshell,casein,FT106,175809.8,50.2,13.4,2.8,26.393385675891075,8.071230059318184,1.4748090385445582,4.726624319077149,18.537252221462747
nacshell,casein,FT108,,,,,,,,,
nacshell,casein,FT109,,,,,,,,,
nacshell,casein,FT110,,,,,,,,,
nacshell,casein,FT111,,,,,,,,,
nacshell,casein,FT112,,,,,,,,,
nacshell,casein,FT114,,,,,,,,,
nacshell,casein,FT116,196685.5,51.25,4.0,1.25,26.19346466030206,1.9785274446251369,0.6482825139965048,2.534340659340659,35.714285714285715
nacshell,casein,FT118,174042.0,15.0,17.0,1.6666666666666667,8.234891140096847,9.837217693556923,0.906212917040449,13.080099735078695,8.776360092149565
nacshell,casein,FT119,,,,,,,,,
nacshell,casein,FT120,158343.33333333334,22.333333333333332,14.333333333333334,1.3333333333333333,14.90917554920591,8.905237013446653,0.9750714530758321,3.8375350140056024,11.213585126628606
nacshell,casein,FT126,161314.33333333334,24.5,20.333333333333332,2.5,15.07497159986425,12.85074803194903,1.6142210618178758,10.31872054522494,13.088423108707085
nacshell,casein,FT127,,,,,,,,,
nacshell,casein,FT128,118243.57142857143,31.857142857142858,20.285714285714285,3.142857142857143,26.898206466735928,27.04829029712187,3.3312732237068596,13.172153806669796,14.09696698321486
nacshell,casein,FT131,,,,,,,,,
nacshell,casein,FT133,,,,,,,,,
nacshell,casein,FT134,152763.57142857142,28.428571428571427,11.428571428571429,1.5714285714285714,18.33030108149553,7.532008474540167,1.0405726155037225,7.189886301181983,12.698412698412698
nacshell,casein,FT136,,,,,,,,,
nacshell,casein,FT137,122373.33333333333,8.666666666666666,2.1666666666666665,0.3333333333333333,7.488252723585698,2.012762581994118,0.30272483194749084,5.6818181818181825,12.5
nacshell,casein,FT138,,,,,,,,,
nacshell,casein,FT139,102350.66666666667,15.166666666666666,11.333333333333334,1.5,15.506779931854991,10.832834885521455,1.344483795844904,7.909356725146199,11.203703703703704
nacshell,casein,FT140,,,,,,,,,
nacshell,casein,FT141,,,,,,,,,
nacshell,casein,FT144,,,,,,,,,
nacshell,casein,FT145,111327.5,10.75,12.5,1.25,9.52906132839109,10.972520133356108,0.9762955441871364,6.25,5.952380952380952
nacshell,casein,FT147,,,,,,,,,
nacshell,casein,FT148,,,,,,,,,
nacshell,casein,FT149,,,,,,,,,
nacshell,casein,FT150,,,,,,,,,
nacshell,casein,FT151,88743.75,11.375,5.375,0.25,12.587692266034745,5.998813581102528,0.26730802097616213,2.6988636363636367,2.951388888888889
nacshell,casein,FT153,,,,,,,,,
nacshell,casein,FT154,156471.66666666666,7.333333333333333,16.333333333333332,2.0,4.566299973502062,10.073878842113187,1.2522237243201588,26.868686868686865,12.307692307692307
nacshell,casein,FT155,,,,,,,,,
nacshell,casein,FT157,,,,,,,,,
nacshell,casein,FT161,,,,,,,,,
nacshell,casein,FT162,,,,,,,,,
nacshell,casein,FT163,,,,,,,,,
nacshell,casein,FT164,,,,,,,,,
nacshell,casein,FT166,,,,,,,,,
nacshell,casein,FT167,,,,,,,,,
nacshell,casein,FT168,,,,,,,,,
nacshell,malt,FT102,,,,,,,,,
nacshell,malt,FT103,,,,,,,,,
nacshell,malt,FT104,,,,,,,,,
nacshell,malt,FT105,,,,,,,,,
nacshell,malt,FT106,,,,,,,,,
nacshell,malt,FT108,173597.0,25.2,21.2,0.8,14.654767705105849,12.123332013091744,0.46446286750493826,4.299145299145299,8.380952380952381
nacshell,malt,FT109,152660.0,19.666666666666668,8.0,2.3333333333333335,13.076125196257289,5.259493737375862,1.4963951131591904,10.800073909830006,23.693783068783066
nacshell,malt,FT110,155116.0,21.5,13.5,0.5,13.99743047421858,8.823282560273912,0.3417658357199981,2.083333333333333,3.125
nacshell,malt,FT111,110678.33333333333,31.5,8.333333333333334,1.6666666666666667,26.869913395624945,7.899020774696271,1.3809676529965988,5.170507969269579,25.723905723905727
nacshell,malt,FT112,,,,,,,,,
nacshell,malt,FT114,138411.0,29.0,3.6,1.0,21.182546465925892,2.5419547773851137,0.6792459006294035,3.7945542589505434,23.047619047619044
nacshell,malt,FT116,,,,,,,,,
nacshell,malt,FT118,,,,,,,,,
nacshell,malt,FT119,164028.33333333334,18.166666666666668,4.5,0.5,11.39654401471317,2.783570916797215,0.29683886190269704,3.0208333333333335,13.75
nacshell,malt,FT120,,,,,,,,,
nacshell,malt,FT126,,,,,,,,,
nacshell,malt,FT127,,,,,,,,,
nacshell,malt,FT128,,,,,,,,,
nacshell,malt,FT131,,,,,,,,,
nacshell,malt,FT133,,,,,,,,,
nacshell,malt,FT134,,,,,,,,,
nacshell,malt,FT136,,,,,,,,,
nacshell,malt,FT137,,,,,,,,,
nacshell,malt,FT138,,,,,,,,,
nacshell,malt,FT139,,,,,,,,,
nacshell,malt,FT140,174825.33333333334,36.166666666666664,2.8333333333333335,0.6666666666666666,20.201310186803195,1.6717453469622614,0.40664713638780353,1.7786015181848516,19.444444444444443
nacshell,malt,FT141,,,,,,,,,
nacshell,malt,FT144,166610.66666666666,20.5,9.833333333333334,1.1666666666666667,11.979310630677839,6.039827028238807,0.7358538309888729,6.641025641025641,13.08922558922559
nacshell,malt,FT145,,,,,,,,,
nacshell,malt,FT147,151607.0,16.166666666666668,6.666666666666667,0.8333333333333334,10.593926233245222,4.387670776870527,0.5225225015636595,5.448717948717949,10.317460317460316
nacshell,malt,FT148,,,,,,,,,
nacshell,malt,FT149,90722.33333333333,4.833333333333333,8.5,1.5,5.473840702742588,9.423642099271671,1.6238494513009758,48.743589743589745,15.827922077922077
nacshell,malt,FT150,,,,,,,,,
nacshell,malt,FT151,,,,,,,,,
nacshell,malt,FT153,,,,,,,,,
nacshell,malt,FT154,,,,,,,,,
nacshell,malt,FT155,,,,,,,,,
nacshell,malt,FT157,,,,,,,,,
nacshell,malt,FT161,160976.66666666666,7.583333333333333,7.833333333333333,0.4166666666666667,4.7533595204132375,4.7524783771159775,0.2458748977924242,4.771825396825396,5.816144639674051
nacshell,malt,FT162,116033.66666666667,7.083333333333333,6.0,0.16666666666666666,6.365939325881905,4.881765329280947,0.12952730306021207,0.9803921568627451,1.1111111111111112
nacshell,malt,FT163,140985.5,16.0,9.75,1.0,11.234283945603684,6.888258527854837,0.6828238166618537,5.416666666666666,8.849206349206348
nacshell,malt,FT164,115883.0,46.5,9.0,2.0,41.19182935653188,7.917741636795132,1.871934073650816,4.068181818181818,23.453282828282827
nacshell,malt,FT166,148028.66666666666,35.166666666666664,8.5,1.1666666666666667,23.78966147045014,5.742542748174209,0.7936645249763886,2.3333333333333335,9.175824175824175
nacshell,malt,FT167,,,,,,,,,
nacshell,malt,FT168,119827.33333333333,20.833333333333332,3.6666666666666665,1.1666666666666667,18.7584410602739,3.1180977811509596,1.0064100116473054,3.5232843137254903,18.253968253968253
nacshell,water,FT102,,,,,,,,,
nacshell,water,FT103,112568.0,36.666666666666664,1.1666666666666667,0.16666666666666666,32.44003724389781,1.0855087572962347,0.18269845619804512,0.8333333333333334,25.0
nacshell,water,FT104,,,,,,,,,
nacshell,water,FT105,127451.0,54.333333333333336,7.833333333333333,2.3333333333333335,42.518078799116246,6.213402863067866,1.87645628164703,3.88864011958461,24.836182336182336
nacshell,water,FT106,,,,,,,,,
nacshell,water,FT108,,,,,,,,,
nacshell,water,FT109,,,,,,,,,
nacshell,water,FT110,,,,,,,,,
nacshell,water,FT111,,,,,,,,,
nacshell,water,FT112,128670.33333333333,14.0,6.666666666666667,1.3333333333333333,10.806962283920528,5.104769476078769,1.0059867529149409,9.235209235209235,21.794871794871796
nacshell,water,FT114,,,,,,,,,
nacshell,water,FT116,,,,,,,,,
nacshell,water,FT118,,,,,,,,,
nacshell,water,FT119,,,,,,,,,
nacshell,water,FT120,,,,,,,,,
nacshell,water,FT126,,,,,,,,,
nacshell,water,FT127,126553.0,11.333333333333334,17.666666666666668,1.3333333333333333,9.018158082185153,14.01681358415307,1.076871480762882,14.583333333333334,6.349206349206349
nacshell,water,FT128,,,,,,,,,
nacshell,water,FT131,120210.66666666667,22.666666666666668,11.5,2.1666666666666665,18.731030659209818,9.648659052262088,1.7068356158568683,7.212232212232212,16.056175793017896
nacshell,water,FT133,129674.5,17.083333333333332,14.583333333333334,2.8333333333333335,13.06245525848378,11.107230434253355,2.1399199132911897,13.901268072391066,12.715099715099713
nacshell,water,FT134,,,,,,,,,
nacshell,water,FT136,121706.75,19.375,6.0,1.375,16.24068666850351,5.034797501458037,1.1728087011862356,6.4290581981736405,21.875
nacshell,water,FT137,,,,,,,,,
nacshell,water,FT138,108887.0,20.833333333333332,7.666666666666667,1.3333333333333333,19.046873909196403,7.118698455209432,1.1959238069605123,5.512820512820514,15.505050505050505
nacshell,water,FT139,,,,,,,,,
nacshell,water,FT140,,,,,,,,,
nacshell,water,FT141,105344.0,9.25,3.25,0.0,8.732914831761928,3.0929916026027233,0.0,0.0,0.0
nacshell,water,FT144,,,,,,,,,
nacshell,water,FT145,,,,,,,,,
nacshell,water,FT147,,,,,,,,,
nacshell,water,FT148,134050.33333333334,5.833333333333333,12.166666666666666,1.1666666666666667,4.403671806279449,9.21518902044204,0.9533441426949502,16.071428571428573,8.531746031746032
nacshell,water,FT149,,,,,,,,,
nacshell,water,FT150,97707.66666666667,6.166666666666667,13.833333333333334,1.1666666666666667,6.420402092285155,14.241064666439131,1.2882906605052782,17.658730158730155,8.688057040998219
nacshell,water,FT151,,,,,,,,,
nacshell,water,FT153,121065.66666666667,5.333333333333333,0.5,0.0,4.604867792058446,0.45045106738129065,0.0,0.0,0.0
nacshell,water,FT154,,,,,,,,,
nacshell,water,FT155,,,,,,,,,
nacshell,water,FT157,121620.0,5.75,4.5,0.25,4.5719198794144855,3.6349254077881388,0.2455916302372415,12.5,8.333333333333332
nacshell,water,FT161,,,,,,,,,
nacshell,water,FT162,,,,,,,,,
nacshell,water,FT163,,,,,,,,,
nacshell,water,FT164,,,,,,,,,
nacshell,water,FT166,,,,,,,,,
nacshell,water,FT167,105529.5,13.25,5.0,1.5,12.509659574196174,4.791055800732805,1.497252349212164,13.816425120772946,42.70833333333333
nacshell,water,FT168,,,,,,,,,
piriform,casein,FT102,0.0,0.0,0.0,0.0,,,,,
piriform,casein,FT103,,,,,,,,,
piriform,casein,FT104,228021.33333333334,99.75,14.75,3.3333333333333335,43.57165699078859,6.5226902035426155,1.4873746698530945,3.5481665136673772,22.973927875243664
piriform,casein,FT105,,,,,,,,,
piriform,casein,FT106,198976.2,64.2,36.0,6.0,33.03191284695674,18.084225053134865,3.0764079032384357,9.051552689258894,16.508531448561435
piriform,casein,FT108,,,,,,,,,
piriform,casein,FT109,,,,,,,,,
piriform,casein,FT110,,,,,,,,,
piriform,casein,FT111,,,,,,,,,
piriform,casein,FT112,,,,,,,,,
piriform,casein,FT114,,,,,,,,,
piriform,casein,FT116,221404.33333333334,97.16666666666667,14.333333333333334,2.8333333333333335,43.60219252026818,6.4658712542274905,1.2813080238121137,2.902587922688056,19.94047619047619
piriform,casein,FT118,205243.33333333334,48.166666666666664,32.5,3.6666666666666665,23.778856469888485,15.93053616518811,1.8474390983449789,8.158055230288836,11.422626541917225
piriform,casein,FT119,,,,,,,,,
piriform,casein,FT120,207744.33333333334,50.166666666666664,25.5,3.5,24.648121803453407,12.0929676828858,1.61784686179103,7.23063276805776,14.834033051873517
piriform,casein,FT126,184028.6,54.8,52.8,7.2,29.259848190920014,28.5632479114936,3.7860610061383695,12.190909090909091,13.249254823047943
piriform,casein,FT127,,,,,,,,,
piriform,casein,FT128,205517.0,75.83333333333333,51.75,11.916666666666666,36.79138384788162,25.217628823423627,5.779966406627914,16.36214625684686,23.14852696799098
piriform,casein,FT131,,,,,,,,,
piriform,casein,FT133,,,,,,,,,
piriform,casein,FT134,198095.44444444444,76.66666666666667,51.0,10.666666666666666,39.02369681827102,26.12788927039934,5.349548196488152,14.360257531564717,21.38427572878768
piriform,casein,FT136,,,,,,,,,
piriform,casein,FT137,204575.0,37.0,17.2,1.4,17.752215807620267,8.341639629546151,0.69130945188715,4.228524164008035,8.151515151515152
piriform,casein,FT138,,,,,,,,,
piriform,casein,FT139,207344.75,72.5,108.625,16.0,34.215436858552366,52.04471837238518,7.521761942851791,21.302331730774892,14.07235107945564
piriform,casein,FT140,,,,,,,,,
piriform,casein,FT141,,,,,,,,,
piriform,casein,FT144,,,,,,,,,
piriform,casein,FT145,185887.75,45.875,24.25,4.25,24.496941986647272,13.057803426317493,2.2349489247922953,9.531797144945443,17.150667199899935
piriform,casein,FT147,,,,,,,,,
piriform,casein,FT148,,,,,,,,,
piriform,casein,FT149,,,,,,,,,
piriform,casein,FT150,,,,,,,,,
piriform,casein,FT151,187539.0,46.77777777777778,20.333333333333332,3.7777777777777777,24.828465121697686,10.977779758131138,1.9816810100356126,8.116229758267666,19.80082564474579
piriform,casein,FT153,,,,,,,,,
piriform,casein,FT154,171016.0,16.75,25.0,2.25,10.219782310423804,14.690840179700325,1.424303161489668,12.549370918936136,9.617003367003367
piriform,casein,FT155,,,,,,,,,
piriform,casein,FT157,,,,,,,,,
piriform,casein,FT161,,,,,,,,,
piriform,casein,FT162,,,,,,,,,
piriform,casein,FT163,,,,,,,,,
piriform,casein,FT164,,,,,,,,,
piriform,casein,FT166,,,,,,,,,
piriform,casein,FT167,,,,,,,,,
piriform,casein,FT168,,,,,,,,,
piriform,malt,FT102,,,,,,,,,
piriform,malt,FT103,,,,,,,,,
piriform,malt,FT104,,,,,,,,,
piriform,malt,FT105,,,,,,,,,
piriform,malt,FT106,,,,,,,,,
piriform,malt,FT108,212509.4,76.2,17.0,3.8,41.299452430558546,7.249595856473515,1.6277247593483537,4.641167552559958,21.255411255411254
piriform,malt,FT109,184188.66666666666,56.333333333333336,19.166666666666668,3.1666666666666665,30.05239012840963,10.281411408626836,1.7546037041023226,5.759320273333134,17.217046238785368
piriform,malt,FT110,251673.5,62.5,34.5,5.75,25.03782442139045,13.791394976211993,2.3469825177666586,8.505907960199005,15.881633009878485
